-33.02399297,27.76959555
-33.02399297,27.76959555
-33.66997281,27.29495562
-33.66997281,27.29495562
-34.13243504,26.93364512
-34.13243504,26.93364512
-34.66764522,26.49187676
-34.66764522,26.49187676
-35.40756221,25.83674862
-35.40756221,25.83674862
-35.98095033,25.29099499
-35.98095033,25.29099499
-37.6765382,23.45401079
-37.6765382,23.45401079
-39.12724895,21.55670381
-39.12724895,21.55670381
-40.12763984,20.01607781
-40.12763984,20.01607781
-40.96413804,18.53255366
-40.96413804,18.53255366
-41.67067637,17.09265849
-41.67067637,17.09265849
-42.39243393,15.36950092
-42.39243393,15.36950092
-42.66257855,14.63204777
-42.66257855,14.63204777
-43.03194046,13.50622698
-43.03194046,13.50622698
-43.31877729,12.50039712
-43.31877729,12.50039712
-43.59735037,11.35029826
-43.59735037,11.35029826
-43.86261148,9.965304319
-43.86261148,9.965304319
-44.09374047,8.122454646
-44.09374047,8.122454646
-44.16628986,6.918658422
-44.16628986,6.918658422
-44.17185209,5.662329843
-44.17185209,5.662329843
-44.12714181,4.734460614
-44.12714181,4.734460614
-43.96007882,3.234987375
-43.96007882,3.234987375
-43.58145883,1.414958448
-43.58145883,1.414958448
-42.82050112,-0.770047039
-42.82050112,-0.770047039
-42.31992642,-1.795428709
-42.31992642,-1.795428709
-41.77420926,-2.712090776
-41.77420926,-2.712090776
-41.26076219,-3.439087494
-41.26076219,-3.439087494
-40.64862203,-4.176431459
-40.64862203,-4.176431459
-39.81676651,-5.003137513
-39.81676651,-5.003137513
-38.70642979,-5.860713449
-38.70642979,-5.860713449
-37.82555126,-6.377452725
-37.82555126,-6.377452725
-37.07180347,-6.719383704
-37.07180347,-6.719383704
-36.34861958,-6.966938161
-36.34861958,-6.966938161
-35.61569077,-7.140623155
-35.61569077,-7.140623155
-34.86446019,-7.239081587
-34.86446019,-7.239081587
-34.13792591,-7.256667673
-34.13792591,-7.256667673
-33.08947227,-7.140549485
-33.08947227,-7.140549485
-32.4840404,-6.990986389
-32.4840404,-6.990986389
-31.71566297,-6.703279057
-31.71566297,-6.703279057
-31.16423239,-6.42043168
-31.16423239,-6.42043168
-30.84152079,-6.221360078
-30.84152079,-6.221360078
-30.41886228,-5.918623633
-30.41886228,-5.918623633
-29.9428684,-5.513256803
-29.9428684,-5.513256803
-29.20764186,-4.726081438
-29.20764186,-4.726081438
-28.92626163,-4.362935931
-28.92626163,-4.362935931
-28.74291958,-4.104906848
-28.74291958,-4.104906848
-28.50776963,-3.746908227
-28.50776963,-3.746908227
-28.33266039,-3.459021694
-28.33266039,-3.459021694
-28.1315195,-3.104168618
-28.1315195,-3.104168618
-27.6622224,-2.166006638
-27.6622224,-2.166006638
-27.42510497,-1.628601901
-27.42510497,-1.628601901
-27.2149533,-1.115200483
-27.2149533,-1.115200483
-27.06229759,-0.720502308
-27.06229759,-0.720502308
-26.89180737,-0.258781089
-26.89180737,-0.258781089
-26.62868324,0.493664743
-26.62868324,0.493664743
-26.49603615,0.889050884
-26.49603615,0.889050884
-26.25613689,1.625689306
-26.25613689,1.625689306
-26.04295643,2.296783254
-26.04295643,2.296783254
-25.82426981,2.993314351
-25.82426981,2.993314351
-25.59838762,3.713397686
-25.59838762,3.713397686
-25.43500498,4.230544458
-25.43500498,4.230544458
-25.2782426,4.721431277
-25.2782426,4.721431277
-24.96854059,5.670093728
-24.96854059,5.670093728
-24.79631229,6.183137506
-24.79631229,6.183137506
-24.62537885,6.681007802
-24.62537885,6.681007802
-24.4474471,7.18684748
-24.4474471,7.18684748
-24.16681142,7.958626683
-24.16681142,7.958626683
-23.97037357,8.480114458
-23.97037357,8.480114458
-23.66143795,9.270160445
-23.66143795,9.270160445
-23.33554706,10.06589123
-23.33554706,10.06589123
-23.10911362,10.59755112
-23.10911362,10.59755112
-22.87569123,11.12866135
-22.87569123,11.12866135
-22.6356816,11.65797707
-22.6356816,11.65797707
-22.26455526,12.44566476
-22.26455526,12.44566476
-21.88183439,13.22259468
-21.88183439,13.22259468
-21.75196931,13.47879329
-21.75196931,13.47879329
-21.35762399,14.23583878
-21.35762399,14.23583878
-21.09134558,14.73071119
-21.09134558,14.73071119
-20.95747476,14.97497029
-20.95747476,14.97497029
-20.68917805,15.45605558
-20.68917805,15.45605558
-20.28691574,16.15823082
-20.28691574,16.15823082
-19.99150488,16.66103349
-19.99150488,16.66103349
-19.7266563,17.10378583
-19.7266563,17.10378583
-19.36787449,17.69319965
-19.36787449,17.69319965
-18.95080577,18.36626971
-18.95080577,18.36626971
-18.66674538,18.81913649
-18.66674538,18.81913649
-18.2324783,19.50623762
-18.2324783,19.50623762
-17.81494016,20.16544087
-17.81494016,20.16544087
-17.52193871,20.63038594
-17.52193871,20.63038594
-17.24001391,21.08229146
-17.24001391,21.08229146
-16.97050951,21.52114973
-16.97050951,21.52114973
-16.6293808,22.09160218
-16.6293808,22.09160218
-16.24446523,22.76710303
-16.24446523,22.76710303
-16.03566679,23.15521613
-16.03566679,23.15521613
-15.87645619,23.46601265
-15.87645619,23.46601265
-15.66874165,23.89846573
-15.66874165,23.89846573
-15.5406003,24.18641946
-15.5406003,24.18641946
-15.46783498,24.35972865
-15.46783498,24.35972865
